sr_no,work_category,work,state,ida,mp,constituency,work_description,recommended_date,recommended_amount,sanction_date
6252,Normal/Others,WS/MP18228/2024-2025/147553-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),SIROMAN PAL S\O RAM CHIRANJIV PAL K GHAR 01 NAG SOLAR LIGHT,2024-10-18,20879.0,2024-11-05
6253,Normal/Others,WS/MP18228/2024-2025/147554-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),RAMESH YADAV S\O RAJ MANI YADAV K GHAR 01 NAG SOLAR LIGHT,2024-10-18,20879.0,2024-11-05
6254,Normal/Others,WS/MP18228/2024-2025/147555-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),"1- JAY PRAKASH MAURYA S\O SADHO MAURYA, 2- BUDHI RAM YADAV S\O LAUDHAR YADAV, 3- NANHE LAL YADAV S\O DAYA SHANKAR YADAV K GHAR KUL 03 NAG SOLAR LIGHT",2024-10-18,62635.0,2024-11-05
6255,Normal/Others,WS/MP18228/2024-2025/147556-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),KRISHNA KUMAR BAGGAD PANDEY S\O FOOL CHAND PANDEY K GHAR 01 NAG SOLAR LIGHT,2024-10-18,20879.0,2024-11-05
6256,Normal/Others,WS/MP18228/2024-2025/147557-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),GIRJA SHANKAR YADAV S\O LAL MANI YADAV K GHAR 01 NAG SOLAR LIGHT,2024-10-18,20900.0,2024-11-05
6257,Normal/Others,WS/MP18228/2024-2025/147558-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),"1- SHRI RAM YADAV S\O ACHHAI BAR YADAV, 2- PRAMOD YADAV SHIV ASHRE YADAV K GHAR KUL 02 NAG SOLAR LIGHT",2024-10-18,41756.0,2024-11-05
6258,Normal/Others,WS/MP18228/2024-2025/147559-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),"1- CHHEDI LAL MALI S\O BANWARI LAL MALI, 2- MOHD. JAMAL S\O MOHD. JALLA K GHAR KUL 02 NAG SOLAR LIGHT",2024-10-18,41756.0,2024-11-05
6259,Normal/Others,"WS/MP384/2024-2025/147560-Construction of roads, link roads, pathways or any other road with or without drainage system",Rajasthan,BIKANER(DISTRICT COLLECTOR BIKANER_IDA),Shri Arjun Ram Meghwal,BIKANER(SC),"CC Block Niraman Karya, Guru Jambeshwar Mandir ke Pass Lalasar Sathri, Working Agency Gram Panchayat Lalasar",2024-10-15,2498759.0,2024-12-14
6260,Normal/Others,"WS/MP351/2025-2026/147561-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",Kerala,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Kumbakudi Sudhakaran,KANNUR,Purchase of 01 Scooter With Side Wheel for Differently abled person- Kannur Corporation -Division-No.34,2024-10-15,105000.0,2025-09-16
6261,Normal/Others,"WS/MP351/2025-2026/147562-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",Kerala,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Kumbakudi Sudhakaran,KANNUR,Purchase of 01 Scooter With Side Wheel for Differently abled person- Kannur Corporation -Division-No.33,2024-10-15,105000.0,2025-09-16
6262,Normal/Others,"WS/MP351/2025-2026/147563-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",Kerala,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Kumbakudi Sudhakaran,KANNUR,Purchase of 01 Scooter With Side Wheel for Differently abled person- Vengad Grama Panchayath -Ward-No.06,2024-10-15,105000.0,2025-09-16
6263,Normal/Others,"WS/MP351/2025-2026/147564-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",Kerala,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Kumbakudi Sudhakaran,KANNUR,Purchase of 01 Scooter With Side Wheel for Differently abled person- Perallasery Grama Panchayath -Ward-No.10,2024-10-15,105000.0,2025-09-16
6264,Normal/Others,"WS/MP351/2025-2026/147565-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",Kerala,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Kumbakudi Sudhakaran,KANNUR,Purchase of 01 Scooter With Side Wheel for Differently abled person- Mangattidam Grama Panchayath -Ward-No.03,2024-10-15,105000.0,2025-09-16
6265,Normal/Others,WS/MP18336/2025-2026/147572-Construction of common work sheds/ common covered sitting area,Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),BRIJMOHAN AGRAWAL,RAIPUR,"KAMGARO KE LIYE SHED NIRMAN- SANT RAMDAS WARD, WARD NO. 25 ANTARGAT KABIR CHOWK AGANBADI KE SAMNE SHED NIRMAN",2024-10-17,500000.0,2025-04-01
6266,Normal/Others,WS/MP18336/2024-2025/147573-Construction of buildings for community cultural activities,Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),BRIJMOHAN AGRAWAL,RAIPUR,"RANGMANCH AWAM ATIRIKTA KAKSHA NIRMAN - MADHAWRAW SAPRE WARD SHIV VIHAR COLONY (DEV NAGRI) RAIPURA ME DUPSA TALAB, SHIV MANDIR KE PAS RANMANCH AWAM UPAR KAKSHA NIRMAN",2024-10-17,600000.0,2025-01-16
6267,Normal/Others,WS/MP18336/2025-2026/147574-Construction of common work sheds/ common covered sitting area,Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),BRIJMOHAN AGRAWAL,RAIPUR,"SHED NIRMAN - SWAMI ATMANAND WARD, SAMUDAYIK BHAWAN KE PASS, NAGAR NIGAM RAIPUR ME",2024-10-17,500000.0,2025-11-25
6268,Normal/Others,WS/MP18336/2024-2025/147575-Construction of community centers and community halls,Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),BRIJMOHAN AGRAWAL,RAIPUR,SAMUDAYIK BHAWAN NIRMAN - RAMKRISHAN PARAMHANS WARD ANTARGAT BADA BHAWANI NAGAR DR SATISH THAKUR KE GHAR KE PAS SAMUDAYIK BHAWAN NIRMAN,2024-10-17,400000.0,2025-01-16
6269,Normal/Others,WS/MP18336/2024-2025/147576-Construction of community centers and community halls,Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),BRIJMOHAN AGRAWAL,RAIPUR,"YATRI PRATIKSHALAY NIRMAN - VEER SANWARKAR NAGAR WARD, ATARI ME DURGA MANDIR KE PAS YATRI PRATIKSHALAY NIRMAN",2024-10-17,500000.0,2025-01-16
6270,Normal/Others,WS/MP18336/2024-2025/147578-Construction of public toilets and bathrooms,Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),BRIJMOHAN AGRAWAL,RAIPUR,SHOUCHALAY NIRMAN - VEER SHIVAJI WARD ANTARGAT KHAMTARAI GOVERNMENT SCHOOL ME SHOUCHALAY NIRMAN,2024-10-17,201163.0,2024-12-19
6271,Normal/Others,WS/MP18336/2025-2026/147579-Construction of additional rooms and halls in the existing public and community building,Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),BRIJMOHAN AGRAWAL,RAIPUR,ATIRIKTA KAKSH NIRMAN - SHAHEED CHUNAMANI NAYAK WARD STITH WASUDEV PARA ME PURVA NIRMIT SAMUDAYIK BHAWAN ME ATIRIKTA KAKSHA NIRMAN,2024-10-17,500000.0,2025-10-14
6272,Normal/Others,WS/MP18336/2025-2026/147580-Construction of additional rooms and halls in the existing public and community building,Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),BRIJMOHAN AGRAWAL,RAIPUR,ATIRIKTA KAKSHA NIRMAN - BAL GANGADHAR TILAK NAGAR WARD ANTARGAT PRATHAMIK SHAALA ME ATIRIKTA KAKSHA NIRMAN,2024-10-17,500000.0,2026-01-30
6273,Normal/Others,WS/MP18336/2024-2025/147581-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Chhattisgarh,Balodabazar-Bhatapara(Collector Baloda Bazar_IDA),BRIJMOHAN AGRAWAL,RAIPUR,MUKTIDHAM SAMTALIKARAN AWAM PEVAR WORK GRAM PANCHAYAT AMERI BLOCK SIMGA DIST BALODABAZAR,2024-10-17,599486.0,2025-01-14
6274,Normal/Others,"WS/MP18336/2024-2025/147582-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,Balodabazar-Bhatapara(Collector Baloda Bazar_IDA),BRIJMOHAN AGRAWAL,RAIPUR,CC ROAD NIRMAN- GRAM PANCHAYAT CHANDI ME CC ROAD NIRMAN,2024-10-17,998300.0,2024-10-30
6275,Normal/Others,WS/MP18336/2024-2025/147583-Construction of boundary walls of existing public and community buildings,Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),BRIJMOHAN AGRAWAL,RAIPUR,AAHTA NIRMAN- GRAM PANCHAYAT DEORI KE PDS BHAWAN ME AAHTA NIRMAN,2024-10-17,500000.0,2024-12-19
6276,Normal/Others,WS/MP18336/2024-2025/147584-Construction of community centers and community halls,Chhattisgarh,Balodabazar-Bhatapara(Collector Baloda Bazar_IDA),BRIJMOHAN AGRAWAL,RAIPUR,HALL NIRMAN- VIPRA VATIKA SMRITI BALMIKI SHUKLA BHAWAN KE PASS SAMUDAYIK BHAWAN ME HALL NIRMAN,2024-10-17,1000000.0,2024-11-11
6277,Normal/Others,WS/MP18336/2024-2025/147585-Construction of community centers and community halls,Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),BRIJMOHAN AGRAWAL,RAIPUR,SAMUDAYIK BHAWAN NIRMAN- GRAM KHAPRIDIH KHURD (CHINGARI) ME SAMUDAYIK BHAWAN NIRMAN,2024-10-17,671255.0,2024-12-06
6278,Normal/Others,WS/MP18336/2024-2025/147586-Construction of community centers and community halls,Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),BRIJMOHAN AGRAWAL,RAIPUR,SAMUDAYIK BHAWAN NIRMAN- GRAM BARONDA ME,2024-10-17,500000.0,2024-12-06
6279,Normal/Others,WS/MP18336/2024-2025/147587-Construction of buildings for community cultural activities,Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),BRIJMOHAN AGRAWAL,RAIPUR,RANG MANCH NIRMAN- GRAM KHAUNA ME,2024-10-17,500000.0,2024-12-06
6280,Normal/Others,WS/MP18336/2024-2025/147588-Construction of additional rooms and halls in the existing public and community building,Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),BRIJMOHAN AGRAWAL,RAIPUR,ATIRIKTA KAKSHA NIRMAN- GRAM KURRA GOVERNMENT ADARSH PRATHMIK SHALA ME ATIRIKTA KAKSHA NIRMAN,2024-10-17,250000.0,2024-12-06
6281,Normal/Others,"WS/MP18336/2024-2025/147589-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),BRIJMOHAN AGRAWAL,RAIPUR,CC ROAD NIRMAN- SILYARI KE SHAMSHAN GHAT ME CC ROAD NIRMAN,2024-10-17,300000.0,2024-12-06
6282,Normal/Others,WS/MP18336/2024-2025/147590-Construction of buildings for community cultural activities,Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),BRIJMOHAN AGRAWAL,RAIPUR,RANG MANCH NIRMAN- GRAM SAKARI (ABHANPUR) GRAM PANCHAYAT SANKARI ME HIGHER SECONDARY SCHOOL AWAM HIGH SCHOOL PRANGAN ME RANG MANCH NIRMAN,2024-10-17,500000.0,2024-12-06
6283,Normal/Others,WS/MP18336/2024-2025/147591-Construction of community centers and community halls,Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),BRIJMOHAN AGRAWAL,RAIPUR,SAMUDAYIK BHAWAN NIRMAN- PATWA SAMAJ KE PASS SAMUDAYIK BHAWAN NIRMAN,2024-10-17,500000.0,2025-01-16
6284,Normal/Others,WS/MP18336/2024-2025/147593-Construction of additional rooms and halls in the existing public and community building,Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),BRIJMOHAN AGRAWAL,RAIPUR,"ATIRIKTA KAKSHA NIRMAN, SAMUDAYIK BHAWAN(RAJIV MANCH ME), WARD NO 01 GURUGHASIDAS WARD URLA ME. NAGAR PALIK NIGAM BIRGAON",2024-10-17,500000.0,2025-01-09
6285,Normal/Others,WS/MP18336/2024-2025/147594-Construction of common work sheds/ common covered sitting area,Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),BRIJMOHAN AGRAWAL,RAIPUR,PRATHNA SHED- GOVT. UCHHTAR MADHYAMIK SHALA SARORA WARD NO 37 MINI MATA WARD ME,2024-10-17,784556.0,2025-01-09
6286,Normal/Others,WS/MP18336/2024-2025/147595-Construction of common work sheds/ common covered sitting area,Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),BRIJMOHAN AGRAWAL,RAIPUR,PRATHNA SHED NIRMAN- SWAMI ATMANAND GOVT HIGH SCHOOL GOGAON WARD NO 3 SANT KABIR DAS WARD ME,2024-10-17,1000000.0,2024-12-19
6287,Normal/Others,WS/MP18336/2024-2025/147596-Construction of community centers and community halls,Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),BRIJMOHAN AGRAWAL,RAIPUR,"SAMUDAYIK BHAWAN NIRMAN- SHIV MANDIR KE PAS, GANGA NAGAR BHANPURI WARD NO 4 YATIYATANLAL WARD ME",2024-10-17,500000.0,2024-12-19
6288,Normal/Others,WS/MP18336/2025-2026/147598-Construction of buildings for community cultural activities,Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),BRIJMOHAN AGRAWAL,RAIPUR,"RANG MANCH NIRMAN- SHIV MANDIR KE PAS, GANGA NAGAR BHANPURI WARD NO 4 YATIYATANLAL WARD ME",2024-10-17,500000.0,2025-10-14
6289,Normal/Others,WS/MP18336/2024-2025/147599-Construction of community centers and community halls,Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),BRIJMOHAN AGRAWAL,RAIPUR,SAMUDAYIK BHAWAN NIRMAN SAH CHABUTRA NIRMAN- PURANE PANCHAYAT BHAWAN KE PASS MAHAVIR CHOWK DALDAL SEONI WARD NO 7 KUSHABHAU THAKRE WARD ME,2024-10-17,1000000.0,2024-12-24
6290,Normal/Others,WS/MP18336/2024-2025/147600-Construction of common work sheds/ common covered sitting area,Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),BRIJMOHAN AGRAWAL,RAIPUR,"SHED NIRMAN- DURGA MANDIR KE PASS SAHU PARA AMLIDIH, WARD NO 52, DR RAJENDRA PRASAD WARD ME KAMGARO KE LIYE SHED NIRMAN",2024-10-17,998532.0,2024-12-19
6291,Normal/Others,WS/MP18336/2024-2025/147601-Construction of community centers and community halls,Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),BRIJMOHAN AGRAWAL,RAIPUR,SAMUDAYIK BHAWAN NIRMAN- DHIWAR PARA KE PASS DUMARTARAI WARD NO 53 BABU JAGJEEVAN WARD ME,2024-10-17,500000.0,2024-12-19
6292,Normal/Others,WS/MP18336/2024-2025/147602-Construction of common work sheds/ common covered sitting area,Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),BRIJMOHAN AGRAWAL,RAIPUR,PRATHNA SHED NIRMAN- GOVT- HIGH SCHOOL DUNDA WARD NO 54 ME,2024-10-17,1000000.0,2024-12-19
6293,Normal/Others,WS/MP18336/2024-2025/147603-Construction of community centers and community halls,Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),BRIJMOHAN AGRAWAL,RAIPUR,SHED NIRMAN- GRAM PANCHAYAT KANDUL AGANBADI BHAWAN KE PAS SAMUDAYIK BHAWAN ME SHED NIRMAN,2024-10-17,998338.0,2024-12-06
6294,Normal/Others,WS/MP18336/2025-2026/147604-Construction of community centers and community halls,Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),BRIJMOHAN AGRAWAL,RAIPUR,"SAMUDAYIK BHAWAN NIRMAN- SAI MANDIR KE PICHHE, MAHADEV GHAT, RAIPUR CHOWK, PASHCHIM VIHAR ME RAIPUR, CHHATTISGARH",2024-10-17,1000000.0,2025-09-10
6295,Normal/Others,"WS/MP526/2024-2025/147605-Construction of roads, link roads, pathways or any other road with or without drainage system",Andhra Pradesh,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y S Avinash Reddy,KADAPA,Gravelling the road from R&B road to Mariyamma Shed (Reach-1) of Mittamanupalli (H) of Mittamanupalli GP in S.Mydukur Mandal,2024-10-16,495000.0,2025-01-07
6296,Normal/Others,"WS/MP526/2024-2025/147606-Construction of roads, link roads, pathways or any other road with or without drainage system",Andhra Pradesh,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y S Avinash Reddy,KADAPA,Gravelling the road from R&B road to Mariyamma Shed (Reach-2) of Mittamanupalli (H) of Mittamanupalli GP in S.Mydukur Mandal,2024-10-16,495000.0,2025-01-07
6297,Normal/Others,WS/MP418/2024-2025/147611-Setting up of laboratories,Bihar,ARARIA(DISTRICT PLANNING OFFICER ARARIA_IDA),Pradeep Kumar Singh,ARARIA,Purchase of Equipment and furniture/accessories for setting up Laboratories as per enclosed list in following schools/institutions: 1 +2 RAJKIYAKRIT HIGH SCHOOL KUARI,2024-10-16,2475000.0,2024-10-24
6298,Normal/Others,WS/MP418/2024-2025/147612-Setting up of laboratories,Bihar,ARARIA(DISTRICT PLANNING OFFICER ARARIA_IDA),Pradeep Kumar Singh,ARARIA,"Purchase of Equipment and furniture/accessories for setting up Laboratories as per enclosed list in following schools/institutions: 1 UCHCH MADHYAMIK VIDYALYA, RAMPUR MOHANPUR WEST",2024-10-16,2475000.0,2024-10-24
6299,Normal/Others,WS/MP418/2024-2025/147613-Setting up of laboratories,Bihar,ARARIA(DISTRICT PLANNING OFFICER ARARIA_IDA),Pradeep Kumar Singh,ARARIA,"Purchase of Equipment and furniture/accessories for setting up Laboratories as per enclosed list in following schools/institutions: 1 UTKARMIT MADHYAMIK VIDYALAY , SONAMANI GODAM",2024-10-16,2475000.0,2024-10-24
6300,Normal/Others,WS/MP418/2024-2025/147614-Setting up of laboratories,Bihar,ARARIA(DISTRICT PLANNING OFFICER ARARIA_IDA),Pradeep Kumar Singh,ARARIA,"Purchase of Equipment and furniture/accessories for setting up Laboratories as per enclosed list in following schools/institutions: 1 UCHCH MADHYAMIK VIDYALYA, BELWA",2024-10-16,2475000.0,2024-12-27
6301,Normal/Others,WS/MP418/2024-2025/147615-Setting up of laboratories,Bihar,ARARIA(DISTRICT PLANNING OFFICER ARARIA_IDA),Pradeep Kumar Singh,ARARIA,Purchase of Equipment and furniture/accessories for setting up Laboratories as per enclosed list in following schools/institutions: 1 AL-SHAMS MILLIA COLLEGE ARARIA,2024-10-16,2475000.0,2024-12-27
6302,Normal/Others,WS/MP384/2024-2025/147617-Construction of water tanks,Rajasthan,BIKANER(DISTRICT COLLECTOR BIKANER_IDA),Shri Arjun Ram Meghwal,BIKANER(SC),"Construction of CC Block and Water Tank , Near Bhomia Ji Mandir, 5DLD; Working Agency : Gram Panchayat Rojha",2024-10-16,1000000.0,2025-01-06
6303,Normal/Others,"WS/MP353/2024-2025/147637-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,IDUKKI(DISTRICT COLLECTOR IDUKKI_IDA),Adv Dean Kuriakose,IDUKKI,"Concreating of Punnayar -Aarukandom - Erakuthippady road in ward 12 th of Idukki-Kanjikkuzhy Panchayathu in Idukki BlocK, Kanjikkuzhy village (ST Category)",2024-10-16,1748919.0,2025-01-09
6304,Normal/Others,"WS/MP18245/2025-2026/147646-Construction of cycle tracks, cycle stand and segregated non-motorized vehicle (NMV) lanes",West Bengal,HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA),BAG MITALI,ARAMBAG(SC),CONSTRUCTION OF CYCLE STAND WITHIN SAORA UNION HIGH SCHOOL(H.S) AT KUMURSHA GP UNDER GOGHAT-I DEV. BLOCK,2024-10-29,500000.0,2025-06-11
6305,Normal/Others,WS/MP18048/2024-2025/147647-Construction of buildings for community cultural activities,Chhattisgarh,KONDAGAON(DISTRICT COLLECTOR KONDAGAON_IDA),MAHESH KASHYAP,BASTAR(ST),aashrit gram taragaon me gaytri mandir ke samip sanskritik bhavan nirman karya,2024-10-16,500000.0,2025-01-14
6306,Normal/Others,WS/MP18048/2025-2026/147648-Construction of common work sheds/ common covered sitting area,Chhattisgarh,KONDAGAON(DISTRICT COLLECTOR KONDAGAON_IDA),MAHESH KASHYAP,BASTAR(ST),sargipal me ganda samaj bhavan ke samip shed nirman karya,2024-10-16,500000.0,2025-05-06
6307,Normal/Others,"WS/MP18048/2024-2025/147649-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,KONDAGAON(DISTRICT COLLECTOR KONDAGAON_IDA),MAHESH KASHYAP,BASTAR(ST),primary school se ramdev ghar tak 300 metre c.c.road nirman karya,2024-10-16,900000.0,2025-01-14
6308,Normal/Others,WS/MP18048/2024-2025/147650-Construction of culverts and bridges,Chhattisgarh,KONDAGAON(DISTRICT COLLECTOR KONDAGAON_IDA),MAHESH KASHYAP,BASTAR(ST),gram sonabeda me sagram ghar ke pas se devdongar marg me 03 metre puliya nirman karya,2024-10-16,897695.0,2025-01-14
6309,Normal/Others,"WS/MP18048/2024-2025/147651-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,KONDAGAON(DISTRICT COLLECTOR KONDAGAON_IDA),MAHESH KASHYAP,BASTAR(ST),chhatodi mukhy marg se awas plot gina ghar tak 300 metre c.c.road nirman karya,2024-10-16,900000.0,2025-01-14
6310,Normal/Others,"WS/MP579/2024-2025/147652-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,ANAND,Girishbhai Shamabhai Vala Familyama Block Paving Work,2024-10-16,149241.0,2025-01-06
6311,Normal/Others,"WS/MP579/2024-2025/147653-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,ANAND,Dahyabhai Shankarbhai Vala Faliyama Block Paving Work,2024-10-16,149456.0,2025-01-06
6312,Normal/Others,WS/MP18228/2024-2025/147654-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),RAM PARAKASH PANDEY S\O TRIDEV PANDEY K GHAR 01 NAG SOLAR LIGHT,2024-10-18,20879.0,2024-11-05
6313,Normal/Others,WS/MP18228/2024-2025/147655-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),"1- SATISH KUMAR YADAV S\O RAJENDRA YADAV, 2- KRISHNA KUMAR BABALOO S\O RAM RAJ YADAV, 3- ROHIT YADAV S\O RAMESH YADAV K GHAR KUL 03 NAG SOLAR LIGHT",2024-10-18,62635.0,2024-11-05
6314,Normal/Others,WS/MP18228/2024-2025/147656-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),"1- RAJESH KUMAR YADAV S\O VIBHUTI NARAYAN YADAV, 2- BAL MUKUND YADAV S\O LATE. BABU NANDAN YADAV, 3- JATA SHANKAR YADAV S\O LATE. GULAB CHAND YADAV K GHAR KUL 03 NAG SOLAR LIGHT",2024-10-18,62635.0,2024-11-05
6315,Normal/Others,WS/MP18228/2024-2025/147657-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),"1- KANHAIYA LAL YADAV S\O RAMESH CHAND YADAV, 2- VINAY YADAV S\O SANGRAM YADAV K GHAR KUL 02 NAG SOLAR LIGHT",2024-10-18,41756.0,2024-11-05
6316,Normal/Others,WS/MP18228/2024-2025/147658-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),RAJ KUMAR YADAV S\O PRAKASH NATH K GHAR 01 NAG SOLAR LIGHT,2024-10-18,20879.0,2024-11-05
6317,Normal/Others,WS/MP641/2024-2025/147659-Construction of common work sheds/ common covered sitting area,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of common work shed in village Choli at Near Radha Bihari Gaushala,2024-10-16,1000000.0,2024-11-28
6318,Normal/Others,WS/MP18228/2024-2025/147660-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),SURESH CHAND YADAV S\O RAJ NARAYAN YADAV K GHAR 01 NAG SOLAR LIGHT,2024-10-18,20879.0,2024-11-05
6319,Normal/Others,WS/MP18228/2024-2025/147661-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),"1- FUL CHAND YADAV S\O RAM HARAKH YADAV, 2- KRISHNA MURARI YADAV S\O RAM CHARAN YADAV K GHAR KUL 02 NAG SOLAR LIGHT",2024-10-18,41756.0,2024-11-05
6320,Normal/Others,WS/MP18228/2024-2025/147662-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),"1- BHULAI PRASAD YADAV S\O MEWA LAL, 2- AMAR JEET YADAV S\O RAM NARAYAN YADAV K GHAR KUL 02 NAG SOLAR LIGHT",2024-10-18,41756.0,2024-11-05
6321,Normal/Others,WS/MP18245/2024-2025/147663-Lighting of public spaces,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),BAG MITALI,ARAMBAG(SC),SOLAR PANEL HIGH MAST LIGHT AT KAMARKHALI ADIBASIPARA WITHIN BHAGABANTAPUR-II GP UNDER CHANDRAKONA-II DEV. BLOCK,2024-12-18,377848.0,2025-03-27
6322,Normal/Others,WS/MP18245/2024-2025/147664-Lighting of public spaces,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),BAG MITALI,ARAMBAG(SC),SOLAR PANEL HIGH MAST LIGHT AT GANGARAMPUR WITHIN BANDIPUR-II GP UNDER CHANDRAKONA-II DEV. BLOCK,2024-12-18,377848.0,2025-03-27
